point_id,connector_id,protocol,local_id,device_ref,unit,writable
BN-04-AI-074,bacnet-04,bacnet,"analogInput,74",chiller-01,Pa,False
BN-04-AI-075,bacnet-04,bacnet,"analogInput,75",chiller-01,m3/h,False
BN-04-AI-076,bacnet-04,bacnet,"analogInput,76",chiller-01,kW,False
BN-04-AI-077,bacnet-04,bacnet,"analogInput,77",chiller-01,kWh,False
BN-04-AI-078,bacnet-04,bacnet,"analogInput,78",chiller-01,lux,False
BN-04-AI-079,bacnet-04,bacnet,"analogInput,79",chiller-01,degC,False
BN-04-AI-080,bacnet-04,bacnet,"analogInput,80",chiller-01,%RH,False
BN-04-AI-081,bacnet-04,bacnet,"analogInput,81",chiller-01,degC,False
BN-04-AI-082,bacnet-04,bacnet,"analogInput,82",chiller-01,%RH,False
BN-04-AI-083,bacnet-04,bacnet,"analogInput,83",chiller-01,ppm,False
BN-04-AI-084,bacnet-04,bacnet,"analogInput,84",chiller-01,Pa,False
BN-04-AI-085,bacnet-04,bacnet,"analogInput,85",chiller-01,m3/h,False
BN-04-AI-086,bacnet-04,bacnet,"analogInput,86",chiller-01,kW,False
BN-04-AI-087,bacnet-04,bacnet,"analogInput,87",chiller-01,kWh,False
BN-04-AI-088,bacnet-04,bacnet,"analogInput,88",chiller-01,lux,False
BN-04-AI-089,bacnet-04,bacnet,"analogInput,89",chiller-01,degC,False
BN-04-AI-090,bacnet-04,bacnet,"analogInput,90",chiller-01,%RH,False
BN-04-AI-091,bacnet-04,bacnet,"analogInput,91",chiller-01,degC,False
BN-04-AI-092,bacnet-04,bacnet,"analogInput,92",chiller-01,%RH,False
BN-04-AI-093,bacnet-04,bacnet,"analogInput,93",chiller-01,ppm,False
BN-04-AI-094,bacnet-04,bacnet,"analogInput,94",chiller-01,Pa,False
BN-04-AI-095,bacnet-04,bacnet,"analogInput,95",chiller-01,m3/h,False
BN-04-AI-096,bacnet-04,bacnet,"analogInput,96",chiller-01,kW,False
BN-04-AI-097,bacnet-04,bacnet,"analogInput,97",chiller-01,kWh,False
BN-04-AI-098,bacnet-04,bacnet,"analogInput,98",chiller-01,lux,False
BN-04-AI-099,bacnet-04,bacnet,"analogInput,99",chiller-01,degC,False
BN-04-AI-100,bacnet-04,bacnet,"analogInput,100",chiller-01,%RH,False
BN-04-AO-001,bacnet-04,bacnet,"analogOutput,1",chiller-01,degC,True
BN-04-AO-002,bacnet-04,bacnet,"analogOutput,2",chiller-01,%,True
BN-04-AO-003,bacnet-04,bacnet,"analogOutput,3",chiller-01,Pa,True
BN-04-AO-004,bacnet-04,bacnet,"analogOutput,4",chiller-01,m3/h,True
BN-04-AO-005,bacnet-04,bacnet,"analogOutput,5",chiller-01,kW,True
BN-04-AO-006,bacnet-04,bacnet,"analogOutput,6",chiller-01,degC,True
BN-04-AO-007,bacnet-04,bacnet,"analogOutput,7",chiller-01,%,True
BN-04-AO-008,bacnet-04,bacnet,"analogOutput,8",chiller-01,Pa,True
BN-04-AO-009,bacnet-04,bacnet,"analogOutput,9",chiller-01,m3/h,True
BN-04-AO-010,bacnet-04,bacnet,"analogOutput,10",chiller-01,kW,True
BN-04-AO-011,bacnet-04,bacnet,"analogOutput,11",chiller-01,degC,True
BN-04-AO-012,bacnet-04,bacnet,"analogOutput,12",chiller-01,%,True
BN-04-AO-013,bacnet-04,bacnet,"analogOutput,13",chiller-01,Pa,True
BN-04-AO-014,bacnet-04,bacnet,"analogOutput,14",chiller-01,m3/h,True
BN-04-AO-015,bacnet-04,bacnet,"analogOutput,15",chiller-01,kW,True
BN-04-AO-016,bacnet-04,bacnet,"analogOutput,16",chiller-01,degC,True
BN-04-AO-017,bacnet-04,bacnet,"analogOutput,17",chiller-01,%,True
BN-04-AO-018,bacnet-04,bacnet,"analogOutput,18",chiller-01,Pa,True
BN-04-AO-019,bacnet-04,bacnet,"analogOutput,19",chiller-01,m3/h,True
BN-04-AO-020,bacnet-04,bacnet,"analogOutput,20",chiller-01,kW,True
BN-04-AO-021,bacnet-04,bacnet,"analogOutput,21",chiller-01,degC,True
BN-04-AO-022,bacnet-04,bacnet,"analogOutput,22",chiller-01,%,True
BN-04-AO-023,bacnet-04,bacnet,"analogOutput,23",chiller-01,Pa,True
BN-04-AO-024,bacnet-04,bacnet,"analogOutput,24",chiller-01,m3/h,True
BN-04-AO-025,bacnet-04,bacnet,"analogOutput,25",chiller-01,kW,True
BN-04-AO-026,bacnet-04,bacnet,"analogOutput,26",chiller-01,degC,True
BN-04-AO-027,bacnet-04,bacnet,"analogOutput,27",chiller-01,%,True
BN-04-AO-028,bacnet-04,bacnet,"analogOutput,28",chiller-01,Pa,True
BN-04-AO-029,bacnet-04,bacnet,"analogOutput,29",chiller-01,m3/h,True
BN-04-AO-030,bacnet-04,bacnet,"analogOutput,30",chiller-01,kW,True
BN-04-AO-031,bacnet-04,bacnet,"analogOutput,31",chiller-01,degC,True
BN-04-AO-032,bacnet-04,bacnet,"analogOutput,32",chiller-01,%,True
BN-04-AO-033,bacnet-04,bacnet,"analogOutput,33",chiller-01,Pa,True
BN-04-AO-034,bacnet-04,bacnet,"analogOutput,34",chiller-01,m3/h,True
BN-04-AO-035,bacnet-04,bacnet,"analogOutput,35",chiller-01,kW,True
BN-04-AO-036,bacnet-04,bacnet,"analogOutput,36",chiller-01,degC,True
BN-04-AO-037,bacnet-04,bacnet,"analogOutput,37",chiller-01,%,True
BN-04-AO-038,bacnet-04,bacnet,"analogOutput,38",chiller-01,Pa,True
BN-04-AO-039,bacnet-04,bacnet,"analogOutput,39",chiller-01,m3/h,True
BN-04-AO-040,bacnet-04,bacnet,"analogOutput,40",chiller-01,kW,True
BN-04-BI-001,bacnet-04,bacnet,"binaryInput,1",chiller-01,,False
BN-04-BI-002,bacnet-04,bacnet,"binaryInput,2",chiller-01,,False
BN-04-BI-003,bacnet-04,bacnet,"binaryInput,3",chiller-01,,False
BN-04-BI-004,bacnet-04,bacnet,"binaryInput,4",chiller-01,,False
BN-04-BI-005,bacnet-04,bacnet,"binaryInput,5",chiller-01,,False
BN-04-BI-006,bacnet-04,bacnet,"binaryInput,6",chiller-01,,False
BN-04-BI-007,bacnet-04,bacnet,"binaryInput,7",chiller-01,,False
BN-04-BI-008,bacnet-04,bacnet,"binaryInput,8",chiller-01,,False
BN-04-BI-009,bacnet-04,bacnet,"binaryInput,9",chiller-01,,False
BN-04-BI-010,bacnet-04,bacnet,"binaryInput,10",chiller-01,,False
BN-04-BI-011,bacnet-04,bacnet,"binaryInput,11",chiller-01,,False
BN-04-BI-012,bacnet-04,bacnet,"binaryInput,12",chiller-01,,False
BN-04-BI-013,bacnet-04,bacnet,"binaryInput,13",chiller-01,,False
BN-04-BI-014,bacnet-04,bacnet,"binaryInput,14",chiller-01,,False
BN-04-BI-015,bacnet-04,bacnet,"binaryInput,15",chiller-01,,False
BN-04-BI-016,bacnet-04,bacnet,"binaryInput,16",chiller-01,,False
BN-04-BI-017,bacnet-04,bacnet,"binaryInput,17",chiller-01,,False
BN-04-BI-018,bacnet-04,bacnet,"binaryInput,18",chiller-01,,False
BN-04-BI-019,bacnet-04,bacnet,"binaryInput,19",chiller-01,,False
BN-04-BI-020,bacnet-04,bacnet,"binaryInput,20",chiller-01,,False
BN-04-BI-021,bacnet-04,bacnet,"binaryInput,21",chiller-01,,False
BN-04-BI-022,bacnet-04,bacnet,"binaryInput,22",chiller-01,,False
BN-04-BI-023,bacnet-04,bacnet,"binaryInput,23",chiller-01,,False
BN-04-BI-024,bacnet-04,bacnet,"binaryInput,24",chiller-01,,False
BN-04-BI-025,bacnet-04,bacnet,"binaryInput,25",chiller-01,,False
BN-04-BI-026,bacnet-04,bacnet,"binaryInput,26",chiller-01,,False
BN-04-BI-027,bacnet-04,bacnet,"binaryInput,27",chiller-01,,False
BN-04-BI-028,bacnet-04,bacnet,"binaryInput,28",chiller-01,,False
BN-04-BI-029,bacnet-04,bacnet,"binaryInput,29",chiller-01,,False
BN-04-BI-030,bacnet-04,bacnet,"binaryInput,30",chiller-01,,False
BN-04-BI-031,bacnet-04,bacnet,"binaryInput,31",chiller-01,,False
BN-04-BI-032,bacnet-04,bacnet,"binaryInput,32",chiller-01,,False
BN-04-BI-033,bacnet-04,bacnet,"binaryInput,33",chiller-01,,False
BN-04-BI-034,bacnet-04,bacnet,"binaryInput,34",chiller-01,,False
BN-04-BI-035,bacnet-04,bacnet,"binaryInput,35",chiller-01,,False
BN-04-BI-036,bacnet-04,bacnet,"binaryInput,36",chiller-01,,False
BN-04-BI-037,bacnet-04,bacnet,"binaryInput,37",chiller-01,,False
BN-04-BI-038,bacnet-04,bacnet,"binaryInput,38",chiller-01,,False
BN-04-BI-039,bacnet-04,bacnet,"binaryInput,39",chiller-01,,False
BN-04-BI-040,bacnet-04,bacnet,"binaryInput,40",chiller-01,,False
BN-04-BO-001,bacnet-04,bacnet,"binaryOutput,1",chiller-01,,True
BN-04-BO-002,bacnet-04,bacnet,"binaryOutput,2",chiller-01,,True
BN-04-BO-003,bacnet-04,bacnet,"binaryOutput,3",chiller-01,,True
BN-04-BO-004,bacnet-04,bacnet,"binaryOutput,4",chiller-01,,True
BN-04-BO-005,bacnet-04,bacnet,"binaryOutput,5",chiller-01,,True
BN-04-BO-006,bacnet-04,bacnet,"binaryOutput,6",chiller-01,,True
BN-04-BO-007,bacnet-04,bacnet,"binaryOutput,7",chiller-01,,True
BN-04-BO-008,bacnet-04,bacnet,"binaryOutput,8",chiller-01,,True
BN-04-BO-009,bacnet-04,bacnet,"binaryOutput,9",chiller-01,,True
BN-04-BO-010,bacnet-04,bacnet,"binaryOutput,10",chiller-01,,True
BN-04-BO-011,bacnet-04,bacnet,"binaryOutput,11",chiller-01,,True
BN-04-BO-012,bacnet-04,bacnet,"binaryOutput,12",chiller-01,,True
BN-04-BO-013,bacnet-04,bacnet,"binaryOutput,13",chiller-01,,True
BN-04-BO-014,bacnet-04,bacnet,"binaryOutput,14",chiller-01,,True
BN-04-BO-015,bacnet-04,bacnet,"binaryOutput,15",chiller-01,,True
BN-04-BO-016,bacnet-04,bacnet,"binaryOutput,16",chiller-01,,True
BN-04-BO-017,bacnet-04,bacnet,"binaryOutput,17",chiller-01,,True
BN-04-BO-018,bacnet-04,bacnet,"binaryOutput,18",chiller-01,,True
BN-04-BO-019,bacnet-04,bacnet,"binaryOutput,19",chiller-01,,True
BN-04-BO-020,bacnet-04,bacnet,"binaryOutput,20",chiller-01,,True
BN-05-AI-001,bacnet-05,bacnet,"analogInput,1",env-01,degC,False
BN-05-AI-002,bacnet-05,bacnet,"analogInput,2",env-01,%RH,False
BN-05-AI-003,bacnet-05,bacnet,"analogInput,3",env-01,ppm,False
BN-05-AI-004,bacnet-05,bacnet,"analogInput,4",env-01,Pa,False
BN-05-AI-005,bacnet-05,bacnet,"analogInput,5",env-01,m3/h,False
BN-05-AI-006,bacnet-05,bacnet,"analogInput,6",env-01,kW,False
BN-05-AI-007,bacnet-05,bacnet,"analogInput,7",env-01,kWh,False
BN-05-AI-008,bacnet-05,bacnet,"analogInput,8",env-01,lux,False
BN-05-AI-009,bacnet-05,bacnet,"analogInput,9",env-01,degC,False
BN-05-AI-010,bacnet-05,bacnet,"analogInput,10",env-01,%RH,False
BN-05-AI-011,bacnet-05,bacnet,"analogInput,11",env-01,degC,False
BN-05-AI-012,bacnet-05,bacnet,"analogInput,12",env-01,%RH,False
BN-05-AI-013,bacnet-05,bacnet,"analogInput,13",env-01,ppm,False
BN-05-AI-014,bacnet-05,bacnet,"analogInput,14",env-01,Pa,False
BN-05-AI-015,bacnet-05,bacnet,"analogInput,15",env-01,m3/h,False
BN-05-AI-016,bacnet-05,bacnet,"analogInput,16",env-01,kW,False
BN-05-AI-017,bacnet-05,bacnet,"analogInput,17",env-01,kWh,False
BN-05-AI-018,bacnet-05,bacnet,"analogInput,18",env-01,lux,False
BN-05-AI-019,bacnet-05,bacnet,"analogInput,19",env-01,degC,False
BN-05-AI-020,bacnet-05,bacnet,"analogInput,20",env-01,%RH,False
BN-05-AI-021,bacnet-05,bacnet,"analogInput,21",env-01,degC,False
BN-05-AI-022,bacnet-05,bacnet,"analogInput,22",env-01,%RH,False
BN-05-AI-023,bacnet-05,bacnet,"analogInput,23",env-01,ppm,False
BN-05-AI-024,bacnet-05,bacnet,"analogInput,24",env-01,Pa,False
BN-05-AI-025,bacnet-05,bacnet,"analogInput,25",env-01,m3/h,False
BN-05-AI-026,bacnet-05,bacnet,"analogInput,26",env-01,kW,False
BN-05-AI-027,bacnet-05,bacnet,"analogInput,27",env-01,kWh,False
BN-05-AI-028,bacnet-05,bacnet,"analogInput,28",env-01,lux,False
BN-05-AI-029,bacnet-05,bacnet,"analogInput,29",env-01,degC,False
BN-05-AI-030,bacnet-05,bacnet,"analogInput,30",env-01,%RH,False
BN-05-AI-031,bacnet-05,bacnet,"analogInput,31",env-01,degC,False
BN-05-AI-032,bacnet-05,bacnet,"analogInput,32",env-01,%RH,False
BN-05-AI-033,bacnet-05,bacnet,"analogInput,33",env-01,ppm,False
BN-05-AI-034,bacnet-05,bacnet,"analogInput,34",env-01,Pa,False
BN-05-AI-035,bacnet-05,bacnet,"analogInput,35",env-01,m3/h,False
BN-05-AI-036,bacnet-05,bacnet,"analogInput,36",env-01,kW,False
BN-05-AI-037,bacnet-05,bacnet,"analogInput,37",env-01,kWh,False
BN-05-AI-038,bacnet-05,bacnet,"analogInput,38",env-01,lux,False
BN-05-AI-039,bacnet-05,bacnet,"analogInput,39",env-01,degC,False
BN-05-AI-040,bacnet-05,bacnet,"analogInput,40",env-01,%RH,False
BN-05-AI-041,bacnet-05,bacnet,"analogInput,41",env-01,degC,False
BN-05-AI-042,bacnet-05,bacnet,"analogInput,42",env-01,%RH,False
BN-05-AI-043,bacnet-05,bacnet,"analogInput,43",env-01,ppm,False
BN-05-AI-044,bacnet-05,bacnet,"analogInput,44",env-01,Pa,False
BN-05-AI-045,bacnet-05,bacnet,"analogInput,45",env-01,m3/h,False
BN-05-AI-046,bacnet-05,bacnet,"analogInput,46",env-01,kW,False
BN-05-AI-047,bacnet-05,bacnet,"analogInput,47",env-01,kWh,False
BN-05-AI-048,bacnet-05,bacnet,"analogInput,48",env-01,lux,False
BN-05-AI-049,bacnet-05,bacnet,"analogInput,49",env-01,degC,False
BN-05-AI-050,bacnet-05,bacnet,"analogInput,50",env-01,%RH,False
BN-05-AI-051,bacnet-05,bacnet,"analogInput,51",env-01,degC,False
BN-05-AI-052,bacnet-05,bacnet,"analogInput,52",env-01,%RH,False
BN-05-AI-053,bacnet-05,bacnet,"analogInput,53",env-01,ppm,False
BN-05-AI-054,bacnet-05,bacnet,"analogInput,54",env-01,Pa,False
BN-05-AI-055,bacnet-05,bacnet,"analogInput,55",env-01,m3/h,False
BN-05-AI-056,bacnet-05,bacnet,"analogInput,56",env-01,kW,False
BN-05-AI-057,bacnet-05,bacnet,"analogInput,57",env-01,kWh,False
BN-05-AI-058,bacnet-05,bacnet,"analogInput,58",env-01,lux,False
BN-05-AI-059,bacnet-05,bacnet,"analogInput,59",env-01,degC,False
BN-05-AI-060,bacnet-05,bacnet,"analogInput,60",env-01,%RH,False
BN-05-AI-061,bacnet-05,bacnet,"analogInput,61",env-01,degC,False
BN-05-AI-062,bacnet-05,bacnet,"analogInput,62",env-01,%RH,False
BN-05-AI-063,bacnet-05,bacnet,"analogInput,63",env-01,ppm,False
BN-05-AI-064,bacnet-05,bacnet,"analogInput,64",env-01,Pa,False
BN-05-AI-065,bacnet-05,bacnet,"analogInput,65",env-01,m3/h,False
BN-05-AI-066,bacnet-05,bacnet,"analogInput,66",env-01,kW,False
BN-05-AI-067,bacnet-05,bacnet,"analogInput,67",env-01,kWh,False
BN-05-AI-068,bacnet-05,bacnet,"analogInput,68",env-01,lux,False
BN-05-AI-069,bacnet-05,bacnet,"analogInput,69",env-01,degC,False
BN-05-AI-070,bacnet-05,bacnet,"analogInput,70",env-01,%RH,False
BN-05-AI-071,bacnet-05,bacnet,"analogInput,71",env-01,degC,False
BN-05-AI-072,bacnet-05,bacnet,"analogInput,72",env-01,%RH,False
BN-05-AI-073,bacnet-05,bacnet,"analogInput,73",env-01,ppm,False
BN-05-AI-074,bacnet-05,bacnet,"analogInput,74",env-01,Pa,False
BN-05-AI-075,bacnet-05,bacnet,"analogInput,75",env-01,m3/h,False
BN-05-AI-076,bacnet-05,bacnet,"analogInput,76",env-01,kW,False
BN-05-AI-077,bacnet-05,bacnet,"analogInput,77",env-01,kWh,False
BN-05-AI-078,bacnet-05,bacnet,"analogInput,78",env-01,lux,False
BN-05-AI-079,bacnet-05,bacnet,"analogInput,79",env-01,degC,False
BN-05-AI-080,bacnet-05,bacnet,"analogInput,80",env-01,%RH,False
BN-05-AI-081,bacnet-05,bacnet,"analogInput,81",env-01,degC,False
BN-05-AI-082,bacnet-05,bacnet,"analogInput,82",env-01,%RH,False
BN-05-AI-083,bacnet-05,bacnet,"analogInput,83",env-01,ppm,False
BN-05-AI-084,bacnet-05,bacnet,"analogInput,84",env-01,Pa,False
BN-05-AI-085,bacnet-05,bacnet,"analogInput,85",env-01,m3/h,False
BN-05-AI-086,bacnet-05,bacnet,"analogInput,86",env-01,kW,False
BN-05-AI-087,bacnet-05,bacnet,"analogInput,87",env-01,kWh,False
BN-05-AI-088,bacnet-05,bacnet,"analogInput,88",env-01,lux,False
BN-05-AI-089,bacnet-05,bacnet,"analogInput,89",env-01,degC,False
BN-05-AI-090,bacnet-05,bacnet,"analogInput,90",env-01,%RH,False
BN-05-AI-091,bacnet-05,bacnet,"analogInput,91",env-01,degC,False
BN-05-AI-092,bacnet-05,bacnet,"analogInput,92",env-01,%RH,False
BN-05-AI-093,bacnet-05,bacnet,"analogInput,93",env-01,ppm,False
BN-05-AI-094,bacnet-05,bacnet,"analogInput,94",env-01,Pa,False
BN-05-AI-095,bacnet-05,bacnet,"analogInput,95",env-01,m3/h,False
BN-05-AI-096,bacnet-05,bacnet,"analogInput,96",env-01,kW,False
BN-05-AI-097,bacnet-05,bacnet,"analogInput,97",env-01,kWh,False
BN-05-AI-098,bacnet-05,bacnet,"analogInput,98",env-01,lux,False
BN-05-AI-099,bacnet-05,bacnet,"analogInput,99",env-01,degC,False
BN-05-AI-100,bacnet-05,bacnet,"analogInput,100",env-01,%RH,False
BN-05-AO-001,bacnet-05,bacnet,"analogOutput,1",env-01,degC,True
BN-05-AO-002,bacnet-05,bacnet,"analogOutput,2",env-01,%,True
BN-05-AO-003,bacnet-05,bacnet,"analogOutput,3",env-01,Pa,True
BN-05-AO-004,bacnet-05,bacnet,"analogOutput,4",env-01,m3/h,True
BN-05-AO-005,bacnet-05,bacnet,"analogOutput,5",env-01,kW,True
BN-05-AO-006,bacnet-05,bacnet,"analogOutput,6",env-01,degC,True
BN-05-AO-007,bacnet-05,bacnet,"analogOutput,7",env-01,%,True
BN-05-AO-008,bacnet-05,bacnet,"analogOutput,8",env-01,Pa,True
BN-05-AO-009,bacnet-05,bacnet,"analogOutput,9",env-01,m3/h,True
BN-05-AO-010,bacnet-05,bacnet,"analogOutput,10",env-01,kW,True
BN-05-AO-011,bacnet-05,bacnet,"analogOutput,11",env-01,degC,True
BN-05-AO-012,bacnet-05,bacnet,"analogOutput,12",env-01,%,True
BN-05-AO-013,bacnet-05,bacnet,"analogOutput,13",env-01,Pa,True
BN-05-AO-014,bacnet-05,bacnet,"analogOutput,14",env-01,m3/h,True
BN-05-AO-015,bacnet-05,bacnet,"analogOutput,15",env-01,kW,True
BN-05-AO-016,bacnet-05,bacnet,"analogOutput,16",env-01,degC,True
BN-05-AO-017,bacnet-05,bacnet,"analogOutput,17",env-01,%,True
BN-05-AO-018,bacnet-05,bacnet,"analogOutput,18",env-01,Pa,True
BN-05-AO-019,bacnet-05,bacnet,"analogOutput,19",env-01,m3/h,True
BN-05-AO-020,bacnet-05,bacnet,"analogOutput,20",env-01,kW,True
BN-05-AO-021,bacnet-05,bacnet,"analogOutput,21",env-01,degC,True
BN-05-AO-022,bacnet-05,bacnet,"analogOutput,22",env-01,%,True
BN-05-AO-023,bacnet-05,bacnet,"analogOutput,23",env-01,Pa,True
BN-05-AO-024,bacnet-05,bacnet,"analogOutput,24",env-01,m3/h,True
BN-05-AO-025,bacnet-05,bacnet,"analogOutput,25",env-01,kW,True
BN-05-AO-026,bacnet-05,bacnet,"analogOutput,26",env-01,degC,True
BN-05-AO-027,bacnet-05,bacnet,"analogOutput,27",env-01,%,True
BN-05-AO-028,bacnet-05,bacnet,"analogOutput,28",env-01,Pa,True
BN-05-AO-029,bacnet-05,bacnet,"analogOutput,29",env-01,m3/h,True
BN-05-AO-030,bacnet-05,bacnet,"analogOutput,30",env-01,kW,True
BN-05-AO-031,bacnet-05,bacnet,"analogOutput,31",env-01,degC,True
BN-05-AO-032,bacnet-05,bacnet,"analogOutput,32",env-01,%,True
BN-05-AO-033,bacnet-05,bacnet,"analogOutput,33",env-01,Pa,True
BN-05-AO-034,bacnet-05,bacnet,"analogOutput,34",env-01,m3/h,True
BN-05-AO-035,bacnet-05,bacnet,"analogOutput,35",env-01,kW,True
BN-05-AO-036,bacnet-05,bacnet,"analogOutput,36",env-01,degC,True
BN-05-AO-037,bacnet-05,bacnet,"analogOutput,37",env-01,%,True
BN-05-AO-038,bacnet-05,bacnet,"analogOutput,38",env-01,Pa,True
BN-05-AO-039,bacnet-05,bacnet,"analogOutput,39",env-01,m3/h,True
BN-05-AO-040,bacnet-05,bacnet,"analogOutput,40",env-01,kW,True
BN-05-BI-001,bacnet-05,bacnet,"binaryInput,1",env-01,,False
BN-05-BI-002,bacnet-05,bacnet,"binaryInput,2",env-01,,False
BN-05-BI-003,bacnet-05,bacnet,"binaryInput,3",env-01,,False
BN-05-BI-004,bacnet-05,bacnet,"binaryInput,4",env-01,,False
BN-05-BI-005,bacnet-05,bacnet,"binaryInput,5",env-01,,False
BN-05-BI-006,bacnet-05,bacnet,"binaryInput,6",env-01,,False
BN-05-BI-007,bacnet-05,bacnet,"binaryInput,7",env-01,,False
BN-05-BI-008,bacnet-05,bacnet,"binaryInput,8",env-01,,False
BN-05-BI-009,bacnet-05,bacnet,"binaryInput,9",env-01,,False
BN-05-BI-010,bacnet-05,bacnet,"binaryInput,10",env-01,,False
BN-05-BI-011,bacnet-05,bacnet,"binaryInput,11",env-01,,False
BN-05-BI-012,bacnet-05,bacnet,"binaryInput,12",env-01,,False
BN-05-BI-013,bacnet-05,bacnet,"binaryInput,13",env-01,,False
BN-05-BI-014,bacnet-05,bacnet,"binaryInput,14",env-01,,False
BN-05-BI-015,bacnet-05,bacnet,"binaryInput,15",env-01,,False
BN-05-BI-016,bacnet-05,bacnet,"binaryInput,16",env-01,,False
BN-05-BI-017,bacnet-05,bacnet,"binaryInput,17",env-01,,False
BN-05-BI-018,bacnet-05,bacnet,"binaryInput,18",env-01,,False
BN-05-BI-019,bacnet-05,bacnet,"binaryInput,19",env-01,,False
BN-05-BI-020,bacnet-05,bacnet,"binaryInput,20",env-01,,False
BN-05-BI-021,bacnet-05,bacnet,"binaryInput,21",env-01,,False
BN-05-BI-022,bacnet-05,bacnet,"binaryInput,22",env-01,,False
BN-05-BI-023,bacnet-05,bacnet,"binaryInput,23",env-01,,False
BN-05-BI-024,bacnet-05,bacnet,"binaryInput,24",env-01,,False
BN-05-BI-025,bacnet-05,bacnet,"binaryInput,25",env-01,,False
BN-05-BI-026,bacnet-05,bacnet,"binaryInput,26",env-01,,False
BN-05-BI-027,bacnet-05,bacnet,"binaryInput,27",env-01,,False
BN-05-BI-028,bacnet-05,bacnet,"binaryInput,28",env-01,,False
BN-05-BI-029,bacnet-05,bacnet,"binaryInput,29",env-01,,False
BN-05-BI-030,bacnet-05,bacnet,"binaryInput,30",env-01,,False
BN-05-BI-031,bacnet-05,bacnet,"binaryInput,31",env-01,,False
BN-05-BI-032,bacnet-05,bacnet,"binaryInput,32",env-01,,False
BN-05-BI-033,bacnet-05,bacnet,"binaryInput,33",env-01,,False
BN-05-BI-034,bacnet-05,bacnet,"binaryInput,34",env-01,,False
BN-05-BI-035,bacnet-05,bacnet,"binaryInput,35",env-01,,False
BN-05-BI-036,bacnet-05,bacnet,"binaryInput,36",env-01,,False
BN-05-BI-037,bacnet-05,bacnet,"binaryInput,37",env-01,,False
BN-05-BI-038,bacnet-05,bacnet,"binaryInput,38",env-01,,False
BN-05-BI-039,bacnet-05,bacnet,"binaryInput,39",env-01,,False
BN-05-BI-040,bacnet-05,bacnet,"binaryInput,40",env-01,,False
BN-05-BO-001,bacnet-05,bacnet,"binaryOutput,1",env-01,,True
BN-05-BO-002,bacnet-05,bacnet,"binaryOutput,2",env-01,,True
BN-05-BO-003,bacnet-05,bacnet,"binaryOutput,3",env-01,,True
BN-05-BO-004,bacnet-05,bacnet,"binaryOutput,4",env-01,,True
BN-05-BO-005,bacnet-05,bacnet,"binaryOutput,5",env-01,,True
BN-05-BO-006,bacnet-05,bacnet,"binaryOutput,6",env-01,,True
BN-05-BO-007,bacnet-05,bacnet,"binaryOutput,7",env-01,,True
BN-05-BO-008,bacnet-05,bacnet,"binaryOutput,8",env-01,,True
BN-05-BO-009,bacnet-05,bacnet,"binaryOutput,9",env-01,,True
BN-05-BO-010,bacnet-05,bacnet,"binaryOutput,10",env-01,,True
BN-05-BO-011,bacnet-05,bacnet,"binaryOutput,11",env-01,,True
BN-05-BO-012,bacnet-05,bacnet,"binaryOutput,12",env-01,,True
BN-05-BO-013,bacnet-05,bacnet,"binaryOutput,13",env-01,,True
BN-05-BO-014,bacnet-05,bacnet,"binaryOutput,14",env-01,,True
BN-05-BO-015,bacnet-05,bacnet,"binaryOutput,15",env-01,,True
BN-05-BO-016,bacnet-05,bacnet,"binaryOutput,16",env-01,,True
BN-05-BO-017,bacnet-05,bacnet,"binaryOutput,17",env-01,,True
BN-05-BO-018,bacnet-05,bacnet,"binaryOutput,18",env-01,,True
BN-05-BO-019,bacnet-05,bacnet,"binaryOutput,19",env-01,,True
BN-05-BO-020,bacnet-05,bacnet,"binaryOutput,20",env-01,,True
